,url,name,state,image_url,endangered,threatened,description
10,https://ecos.fws.gov/ecp/species/285,Leedy's roseroot,Minnesota,,,Threatened,"General InformationLeedy's roseroot is a cliffside wildflower, found today in only seven locations in three states. Four populations are found in Fillmore and Olmsted Counties, Minnesota. Two are in upstate New York, a large population on the shores of Seneca Lake and a single plant at Watkins Glen. In South Dakota the subspecies occurs on Black Hills National Forest on a cliff at approximately 7,000 feet above sea level. Leedy's roseroot has a relatively elongate, leafy stem. The closely-packed leaves arise directly from the main stem and are smooth, with irregularly toothed to toothless edges. Although they are succulent, they can appear quite limp in dry weather. Male and female flowers are borne on separate plants. The small 4- to 5-petaled flowers are arranged in dense heads at the end of the leafy stem. They vary in color from dark red to occasional yellow or oranges.The species historical range included Minnesota, New York, South Dakota. See below for information about where the species is known or believed to occur."
11,https://ecos.fws.gov/ecp/species/597,Minnesota dwarf trout lily,Minnesota,https://ecos.fws.gov/docs/species_images/doc5056-250px-thumbnail.jpg,Endangered,,"General InformationThe Minnesota dwarf trout lily is a forest wildflower found in Rice and Goodhue Counties, Minnesota. Because it is known only from this small area the dwarf trout lily is considered a Minnesota ""endemic"" - i.e. a species that grows in Minnesota and nowhere else on earth.  The blooming plant is readily identified by the very small size of its flowers. Flowers of the dwarf trout lily are about the size of a dime or less, pale pink, with a variable number of perianth parts (""petals""). Most members of the lily family have 6 ""petals"", but dwarf trout lilies may have four, five or six."
12,https://ecos.fws.gov/ecp/species/4458,Prairie bush-clover,Minnesota,https://ecos.fws.gov/docs/species_images/doc1025-250px-thumbnail.jpg,,Threatened,"General InformationAlso known as slender-leaved bush clover, it has a clover-like leaf comprised of three leaflets about an inch long and a quarter inch wide.   Flowering plants are generally between nine and eighteen inches tall with the flowers loosely arranged on an open spike.  
The pale pink or cream colored flowers bloom in mid-July.  The entire plant has a grayish-silver sheen.  The showy pink flowers of prairie bush clover are less often seen than the silvery-green pods because of the plant's short blooming season and its ability to produce pods directly from flowers that never open.The species historical range included Illinois, Iowa, Minnesota, Wisconsin. See below for information about where the species is known or believed to occur."
13,https://ecos.fws.gov/ecp/species/1669,Western prairie fringed Orchid,Minnesota,https://ecos.fws.gov/docs/species_images/doc1027-250px-thumbnail.jpg,,Threatened,"General InformationThe Western prairie fringed orchid is a terrestrial member of the orchid family.  This smooth, erect, perennial herb grows to 1.2 meters 4 feet (ft)] tall.  Plants have two to five fairly thick, elongate, hairless leaves each. The open, spike-like flowering stalk bears up to 24 showy, 2.5 centimeters (cm) [1-inch (in)] wide, white flowers.  The lower petal of each flower is deeply 3-lobed and fringed, hence the common name.The species historical range included Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, Oklahoma, South Dakota. See below for information about where the species is known or believed to occur."
14,https://ecos.fws.gov/ecp/species/1028,Dakota Skipper,Minnesota,https://ecos.fws.gov/docs/species_images/doc4975-250px-thumbnail.jpg,,Threatened,"General InformationThe species historical range included Illinois, Iowa, Minnesota, North Dakota, South Dakota. See below for information about where the species is known or believed to occur."
15,https://ecos.fws.gov/ecp/species/6656,Karner blue butterfly,Minnesota,https://ecos.fws.gov/docs/species_images/doc4905-250px-thumbnail.jpg,Endangered,,"General InformationThe Karner blue butterfly was first described more than a century ago in Karner, New York. It is a small butterfly, with a wingspan of about one inch. The male's wings are distinctively marked with a silvery or dark blue color. The female is grayish brown, especially on the outer portions of the wings, to blue on the topside, with irregular bands of orange crescents inside the narrow black border.The species historical range included Illinois, Indiana, Massachusetts, Michigan, Minnesota, New Hampshire, New York, Ohio, Pennsylvania, Wisconsin. See below for information about where the species is known or believed to occur."
16,https://ecos.fws.gov/ecp/species/9383,Rusty patched bumble bee,Minnesota,https://ecos.fws.gov/docs/species_images/doc5094-250px-thumbnail.jpg,Endangered,,"General InformationHistorically, the rusty patched bumble bee was broadly distributed across the eastern United States, Upper Midwest, and southern Quebec and Ontario in Canada. Since 2000, this bumble bee has been reported from only 13 states and 1 Canadian province: Illinois, Indiana, Iowa, Maine, Maryland, Massachusetts, Minnesota, North Carolina, Ohio, Pennsylvania, Tennessee, Virginia, Wisconsin and Ontario, Canada. 
Rusty patched bumble bees live in colonies that include a single queen and female workers. The colony produces males and new queens in late summer. Queens are the largest bees in the colony, and workers are the smallest. All rusty patched bumble bees have entirely black heads, but only workers and males have a rusty reddish patch centrally located on the back. 
See www.fws.gov/midwest/endangered/insects/rpbb for more.The species historical range included Connecticut, Delaware, District of Columbia, Georgia, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New York, North Carolina, North Dakota, Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Vermont, Virginia, West Virginia, Wisconsin. See below for information about where the species is known or believed to occur."
17,https://ecos.fws.gov/ecp/species/3652,Canada Lynx,Minnesota,https://ecos.fws.gov/docs/species_images/doc4979-250px-thumbnail.jpg,,Threatened,"General InformationThe lynx is a medium-sized cat with long legs, large, well-furred paws, long tufts on the ears, and a short, black-tipped tail.  The winter pelage of the lynx is dense and has a grizzled appearance with grayish-brown mixed with buff or pale brown fur on the back, and grayish-white or buff-white fur on the belly, legs and feet.  Summer pelage of the lynx is more reddish to gray-brown.  Adult males average 10 kilograms (22 pounds) in weight and 85 centimeters (33.5 inches) in length (head to tail), and females average 8.5 kilograms (19 pounds) and 82 centimeters (32 inches).  The lynxs long legs and large feet make it highly adapted for hunting in deep snow.

The distribution of lynx in North America is closely associated with the distribution of North American boreal forest.  In Canada and Alaska, lynx inhabit the classic boreal forest ecosystem known as the taiga.  The range of lynx populations extends south from the classic boreal forest zone into the subalpine forest of the western United States, and the boreal/hardwood forest ecotone in the eastern United States.  Forests with boreal features extend south into the contiguous United States along the North Cascade and Rocky Mountain Ranges in the west, the western Great Lakes Region, and northern Maine.  Within these general forest types, lynx are most likely to persist in areas that receive deep snow and have high-density populations of snowshoe hares, the principal prey of lynx.
The species historical range included Alaska, Colorado, Idaho, Maine, Michigan, Minnesota, Montana, New Hampshire, New York, Oregon, Utah, Vermont, Washington, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
18,https://ecos.fws.gov/ecp/species/4488,Gray wolf,Minnesota,https://ecos.fws.gov/docs/species_images/doc3630-250px-thumbnail.jpg,Endangered,Threatened,"General InformationThe Gray Wolf, being a keystone predator, is an integral component of the ecosystems to which it typically belongs. The wide range of habitats in which wolves can thrive reflects their adaptability as a species, and includes temperate forests, mountains, tundra, taiga, and grasslands. Gray wolves were originally listed as subspecies or as regional populations of subspecies in the contiguous United States and Mexico. In 1978, we reclassified the gray wolf as an endangered population at the species level (C. lupus) throughout the contiguous United States and Mexico, except for the Minnesota gray wolf population, which was classified as threatened. Gray wolf populations in Idaho and Montana were delisted due to recovery in 2011.The species historical range included Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
19,https://ecos.fws.gov/ecp/species/9045,Northern Long-Eared Bat,Minnesota,https://ecos.fws.gov/docs/species_images/doc4824-250px-thumbnail.jpg,Endangered,,"General InformationThe northern long-eared bat is a medium-sized bat about 3 to 3.7 inches in length but with a wingspan of 9 to 10 inches. As its name suggests, this bat is distinguished by its long ears, particularly as compared to other bats in its genus, Myotis, which are actually bats noted for their small ears (Myotis means mouse-eared).

The northern long-eared bat is found across much of the eastern and north central United States and all Canadian provinces from the Atlantic coast west to the southern Northwest Territories and eastern British Columbia. The species range includes 37 states.

White-nose syndrome, a fungal disease known to affect bats, is currently the predominant threat to this bat, especially throughout the Northeast where the species has declined by up to 99 percent from pre-white-nose syndrome levels at many hibernation sites.  Although the disease has not yet spread throughout the northern long-eared bats entire range (white-nose syndrome is currently found in at least 25 of 37 states where the northern long-eared bat occurs), it continues to spread.  Experts expect that where it spreads, it will have the same impact as seen in the Northeast.  The species historical range included Alabama, Arkansas, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Vermont, Virginia, West Virginia, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
20,https://ecos.fws.gov/ecp/species/2202,Eastern Massasauga (=rattlesnake),Minnesota,https://ecos.fws.gov/docs/species_images/doc5721-250px-thumbnail.jpg,,Threatened,"General InformationMassasaugas are small snakes with thick bodies, heart-shaped heads and vertical pupils. The average length of an adult is about 2 feet. Adult massasaugas are gray or light brown with large, light-edged chocolate brown blotches on the back and smaller blotches on the sides. The snake's belly is marbled dark gray or black and there is a narrow, white stripe on its head. Its tail has several dark brown rings and is tipped by gray-yellow horny rattles. Young snakes have the same markings, but are more vividly colored. The head is a triangular shape and the pupils are vertical. Massasaugas live in wet areas including wet prairies, marshes, fens, sedge meadows, peatlands, and low areas along rivers and lakes. Massasaugas also use adjacent uplands (shrubland, open woodlands, prairie) during part of the year. They often hibernate in crayfish burrows but may also be found under logs and tree roots or in small mammal burrows. Unlike other rattlesnakes, massasaugas hibernate alone.The species historical range included Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, New York, Ohio, Pennsylvania, Wisconsin. See below for information about where the species is known or believed to occur."
21,https://ecos.fws.gov/ecp/species/6039,Piping Plover,NewYork,https://ecos.fws.gov/docs/species_images/doc3770-250px-thumbnail.jpg,Endangered,Threatened,"General InformationSize: 18 cm (7.25 in) in length. Color: Breeding season: Pale brown above, lighter below; black band across forehead; bill orange with black tip; legs orange; white rump. Male: Complete or incomplete black band encircles the body at the breast. Female: Paler head band; incomplete breast band. Winter coloration: Bill black; all birds lack breast band and head band.The species historical range included Alabama, Colorado, Connecticut, Delaware, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, South Dakota, Texas, Virginia, Virgin Islands, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
22,https://ecos.fws.gov/ecp/species/6039,Piping Plover,NewYork,https://ecos.fws.gov/docs/species_images/doc3770-250px-thumbnail.jpg,Endangered,Threatened,"General InformationSize: 18 cm (7.25 in) in length. Color: Breeding season: Pale brown above, lighter below; black band across forehead; bill orange with black tip; legs orange; white rump. Male: Complete or incomplete black band encircles the body at the breast. Female: Paler head band; incomplete breast band. Winter coloration: Bill black; all birds lack breast band and head band.The species historical range included Alabama, Colorado, Connecticut, Delaware, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, South Dakota, Texas, Virginia, Virgin Islands, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
23,https://ecos.fws.gov/ecp/species/2083,Roseate tern,NewYork,https://ecos.fws.gov/docs/species_images/doc4948-250px-thumbnail.jpg,Endangered,Threatened,"General InformationThe roseate tern is about 40 centimeters in length, with light-gray wings and back. Its first three or four primaries are black and so is its cap. The rest of the body is white, with a rosy tinge on the chest and belly during the breeding season. The tail is deeply forked, and the outermost streamers extend beyond the folded wings when perched. During the breeding season the basal three-fourths of the otherwise entirely black bill and legs turn orange-red.The species historical range included Connecticut, Florida, Maine, Massachusetts, New Jersey, New York, North Carolina, Puerto Rico, Rhode Island, Virginia, Virgin Islands. See below for information about where the species is known or believed to occur."
24,https://ecos.fws.gov/ecp/species/1864,rufa red knot,NewYork,https://ecos.fws.gov/docs/species_images/doc3682-250px-thumbnail.jpg,,Threatened,"General InformationLength: 25-28 cm. Adults in spring: Above finely mottled with grays, black and light ochre, running into stripes on crown; throat, breast and sides of head cinnamon-brown; dark gray line through eye; abdomen and undertail coverts white; uppertail coverts white, barred with black. Adults in winter: Pale ashy gray above, from crown to rump, with feathers on back narrowly edged with white; underparts white, the breast lightly streaked and speckled, and the flanks narrowly barred with gray. Adults in autumn: Underparts of some individuals show traces of the ""red"" of spring. 
The species historical range included Alabama, Arkansas, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Vermont, Virginia, Virgin Islands, West Virginia, Wisconsin, Wyoming. See below for information about where the species is known or believed to occur."
25,https://ecos.fws.gov/ecp/species/3789,Clubshell,NewYork,https://ecos.fws.gov/docs/species_images/doc3761-250px-thumbnail.jpg,Endangered,,"General InformationThe clubshell is a small to medium size (up to 3 inches long) freshwater mussel that was listed as endangered, without critical habitat, in 1993 (58 FR 5638-5642). Its shell exterior is yellow to brown with bright green blotchy rays and shell interior is typically white. The shell is wedge shaped and solid, with a pointed and fairly high umbo.The species historical range included Alabama, Illinois, Indiana, Kentucky, Michigan, Ohio, Pennsylvania, Tennessee, West Virginia. See below for information about where the species is known or believed to occur."
26,https://ecos.fws.gov/ecp/species/784,Dwarf wedgemussel,NewYork,https://ecos.fws.gov/docs/species_images/doc4847-250px-thumbnail.jpg,Endangered,,"General InformationThe species historical range included Connecticut, Delaware, District of Columbia, Maryland, Massachusetts, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Vermont, Virginia. See below for information about where the species is known or believed to occur."
27,https://ecos.fws.gov/ecp/species/9880,Longsolid,NewYork,,,Threatened,General Information
28,https://ecos.fws.gov/ecp/species/527,Northern riffleshell,NewYork,https://ecos.fws.gov/docs/species_images/doc5028-250px-thumbnail.jpg,Endangered,,"General InformationThe northern riffleshell is a small to medium size (up to 3 inches long) freshwater mussel that was listed as endangered, without critical habitat, in 1993 (58 FR 5638-5642). Its shell exterior is brownish yellow to yellowish green with fine green rays. The shell interior is typically white. The species is sexually dimorphic; male shells are irregular ovate in outline, with a wide shallow sulcus just anterior to the posterior ridge. Female shells are obovate in outline, and greatly expanded post ventrally. The expanded shell shape of the female riffleshell results from shell growth around the expanded marsupial region.The species historical range included Illinois, Indiana, Kentucky, Michigan, Ohio, Pennsylvania, West Virginia. See below for information about where the species is known or believed to occur."
29,https://ecos.fws.gov/ecp/species/5862,Rayed Bean,NewYork,https://ecos.fws.gov/docs/species_images/doc4955-250px-thumbnail.jpg,Endangered,,"General InformationThe rayed bean is a small mussel, usually less than 1.5 inches (in) (3.8 centimeters (cm)) in length (Cummings and Mayer 1992, p. 142; Parmalee and Bogan 1998, p. 244; West et al. 2000, p. 248).  The shell outline is elongate or ovate in males and elliptical in females, and moderately inflated in both sexes, but more so in females (Parmalee and Bogan 1998, p. 244).  The valves are thick and solid.  The anterior end is rounded in females and bluntly pointed in males (Cummings and Mayer 1992, p. 142).  Females are generally smaller than males (Parmalee and Bogan 1998, p. 244).  Dorsally, the shell margin is straight, while the ventral margin is straight to slightly curved (Cummings and Mayer 1992, p. 142).  The beaks are slightly elevated above the hingeline (West et al. 2000, p. 248), with sculpture consisting of double loops with some nodules (Parmalee and Bogan 1998, p. 244).  No posterior ridge is evident.  Surface texture is smooth and sub-shiny, and green, yellowish-green, or brown in color, with numerous, wavy, dark-green rays of various widths (sometimes obscure in older, blackened specimens) (Cummings and Mayer 1992, p. 142; West et al. 2000, p. 248).  Internally, the left valve has two pseudocardinal teeth (tooth-like structures along the hingeline of the internal portion of the shell) that are triangular, relatively heavy, and large, and two short, heavy lateral teeth (Cummings and Mayer 1992, p. 142).  The right valve has a low, triangular pseudocardinal tooth, with possibly smaller secondary teeth anteriorly and posteriorly, and a short, heavy, and somewhat elevated lateral tooth (Parmalee and Bogan 1998, p. 244).  The color of the nacre (mother-of-pearl) is silvery white or bluish and iridescent posteriorly.  Key characters useful for distinguishing the rayed bean from other mussels are its small size, thick valves, unusually heavy teeth for a small mussel, and color pattern (Cummings and Mayer 1992, p. 142).The species historical range included Illinois, Indiana, Kentucky, Michigan, New York, Ohio, Pennsylvania, Tennessee, Virginia, West Virginia. See below for information about where the species is known or believed to occur."
